Country,State,Year,Population,All GHG,CH4,CO2,N2O,F-Gas
US,AL,1997,4367935,254.141698463,31.207629638,146.722910481,15.302018913,31.620180997
US,AL,1998,4404701,250.081408298,42.71133555,160.696618736,15.753292482,31.053523396
US,AL,1999,4430141,253.152870903,44.520139777,159.291922516,15.901747644,13.055162569
US,AL,2000,4452173,264.369897054,45.148196906,183.617789669,16.525944642,16.503109941
US,AL,2001,4467634,244.859269109,42.14496732,192.625725853,16.01689635,17.732532364
US,AL,2002,4480089,250.791221249,44.101411897,203.474531072,15.801556699,16.360641361
US,AL,2003,4503491,253.380000635,46.158717326,206.566779131,24.586110298,17.397147835
US,AL,2004,4530729,257.250382377,55.250447561,213.317157717,24.512775162,21.83305824
US,AL,2005,4569805,257.19364812,53.30476668,224.654745,24.659385593,26.130570678
US,AL,2006,4628981,261.063022306,50.758386977,224.346169211,24.022845696,29.365254655
US,AL,2007,4672840,266.664888106,49.861357773,217.795380161,23.333125738,32.560197483
US,AL,2008,4718206,256.361364177,48.946911703,224.771041051,23.107487629,35.687816382
US,AL,2009,4757938,215.481912737,45.602450061,234.18522027,22.362295151,37.913557772
US,AL,2010,4785514,239.541810617,43.21998534,229.331874581,21.703807131,39.42412007
US,AL,2011,4799642,227.983291977,44.258777847,226.810575694,20.977472107,41.239482966
US,AL,2012,4816632,211.886289647,46.407334801,215.122557932,19.869333949,43.082270743
US,AL,2013,4831586,207.514487303,45.95911568,224.584264632,19.160923757,44.544275036
US,AL,2014,4843737,210.778784893,43.982698327,223.21042008,19.631756998,45.887375907
US,AL,2015,4854803,201.247546142,43.307634522,215.249133528,19.355670773,47.538234507
US,AL,2016,4866824,188.423628081,45.957798238,214.740544802,18.619645053,49.530789388
US,AL,2017,4877989,180.734351691,45.583515921,208.312057837,17.808773427,51.608048464
US,AL,2018,4891628,186.309130084,43.894937679,182.894614208,17.167328636,53.751487784
US,AK,1997,612968,100.880942268,13.134724728,87.170960558,4.311565676,30.816697071
US,AK,1998,619932,101.665862489,12.060179148,84.45913822,4.384333353,32.408289813
US,AK,1999,624779,101.585035816,11.571688987,78.65038214,4.305722464,34.429062134
US,AK,2000,627963,101.886647293,11.115279309,74.693812209,3.993694591,36.309222562
US,AK,2001,633714,99.688960776,10.468229257,73.897762165,3.884820392,37.835922425
US,AK,2002,642337,100.372229883,9.757620203,75.126301443,3.734754762,38.816360256
US,AK,2003,648414,100.44740666,8.54745108,73.518364061,3.678456811,39.572745085
US,AK,2004,659286,107.926520164,6.39206907,67.806065519,3.563552204,38.644742244
US,AK,2005,666946,108.348161805,6.468036205,65.963459554,3.527912256,39.582066257
US,AK,2006,675302,102.699123972,6.506035988,67.469138673,3.335153853,40.543599491
US,AK,2007,680300,98.80889862,5.929424339,66.029461776,3.333637747,41.231338644
US,AK,2008,687455,89.69505171962,14.713124529,67.322537069,3.217685611,41.610749381
US,AK,2009,698895,84.153825335,14.878082151,68.826808794,3.373169619,32.08441661
US,AK,2010,713982,86.000421718,14.693728066,68.668231365,3.153370268,22.250004561
US,AK,2011,722349,85.286970168,13.544976247,69.230410584,3.070748632,17.610962446
US,AK,2012,730810,82.738775234,13.172199412,73.364925879,3.257025702,13.252542254
US,AK,2013,737626,77.696293857,12.678294611,74.333750135,3.100892121,13.44024761
US,AK,2014,737075,74.826044355,12.370166355,74.387151238,3.204145051,15.092416026
US,AK,2015,738430,76.614372277,11.83675089,79.362503603,3.262444107,16.943526205
US,AK,2016,742575,74.736017799,11.230929981,80.118704544,2.925294721,17.747750201
US,AK,2017,740983,74.42723872,10.761692651,78.496131663,2.836098452,13.928911218
US,AK,2018,736624,74.685021763,14.412566262,85.985238375,11.778641301,16.606032151
US,AZ,1997,4736990,156.806019149,17.271840193,93.11747755,24.417712774,12.738931236
US,AZ,1998,4883342,165.983525079,16.422237085,96.254077045,38.318936471,14.47165982
US,AZ,1999,5023823,174.132644152,16.058954831,103.285130027,36.232646998,15.504851014
US,AZ,2000,5160586,184.520736176,17.877709418,96.740336203,36.15155187,15.839583693
US,AZ,2001,5273477,190.526284103,16.540583354,94.098052356,41.176431862,16.241022434
US,AZ,2002,5396255,189.170991992,33.053804181,106.037368033,39.622371346,17.9396783
US,AZ,2003,5510364,193.243020908,33.453934333,112.282366701,40.267264628,19.054649439
US,AZ,2004,5652404,207.183053822,34.095038394,112.399093157,39.655682142,19.988833065
US,AZ,2005,5839077,207.428371403,34.351691584,115.9578098,38.366356534,21.031746181
US,AZ,2006,6029141,213.79140505,36.274642642,126.067023058,38.090869415,22.17281711
US,AZ,2007,6167681,217.927128754,37.184203217,127.147366222,38.623465907,23.364729287
US,AZ,2008,6280362,218.610514875,36.920995666,131.460608189,39.013452582,24.584862312
US,AZ,2009,6343154,200.464618331,36.113400401,133.719628946,40.716826657,25.780529868
US,AZ,2010,6407342,203.515484643,35.953406435,133.900686921,41.275942373,26.73034176
US,AZ,2011,6473416,199.589191822,37.450889963,122.369229306,41.90241316,27.515070585
US,AZ,2012,6556344,195.279089226,39.272877297,121.477439415,42.544116504,28.201088775
US,AZ,2013,6634690,202.968278423,37.911574072,121.131326612,42.04790485,28.968567834
US,AZ,2014,6732873,199.309469132,38.749209429,121.999919579,41.302195599,29.707043044
US,AZ,2015,6832810,194.969773366,38.76099507,126.928321657,40.889492216,30.467450194
US,AZ,2016,6944767,187.1695238,40.185823578,126.53137994,41.208354754,31.061402401
US,AZ,2017,7048088,185.806059567,40.350213255,127.514771002,40.386808224,31.557485735
US,AZ,2018,7164228,193.757823657,35.203845971,122.225702789,31.962081788,25.315443523
US,AR,1997,2601090,103.434361836,99.384786808,849.590005537,31.620185814,31.202088515
US,AR,1998,2626289,104.816407893,100.835120106,846.508219107,33.182594689,32.073769667
US,AR,1999,2651860,110.26834836,99.164001579,838.998673926,32.790860134,32.828503687
US,AR,2000,2678588,108.534613253,97.24329325,836.836005917,32.28177026,33.467195841
US,AR,2001,2691571,109.476017504,99.200826866,860.224626872,32.149082579,33.977234839
US,AR,2002,2705927,108.373444487,73.656512438,873.086071376,35.883833572,31.21561067
US,AR,2003,2724816,112.012557665,74.776344323,839.914164234,36.632371141,29.035395925
US,AR,2004,2749686,112.413483261,71.665117125,802.523881813,45.768255189,25.807568007
US,AR,2005,2781097,107.659376552,76.142783055,789.126170514,52.018559209,22.518477131
US,AR,2006,2821761,110.751777561,78.776100287,766.982882794,51.65440416,18.194401348
US,AR,2007,2848650,115.093639977,82.615718299,770.144504525,54.68976221,13.986636219
US,AR,2008,2874554,117.85353288,82.571910076,781.117034999,52.950018218,12.105738659
US,AR,2009,2896843,112.412550267,76.15197269,778.584178168,53.183189826,10.538379623
US,AR,2010,2921998,124.121260274,76.320418006,794.124695703,43.18728774,10.571700445
US,AR,2011,2941038,124.572417422,72.336533755,797.456211957,40.884187598,10.904549
US,AR,2012,2952876,121.839317606,78.757269379,751.375803623,40.211557571,13.686955635
US,AR,2013,2960459,127.727851112,81.152019696,743.812341813,40.618956271,15.613051887
US,AR,2014,2968759,130.714267211,81.286861567,362.096396834,41.056601986,16.554923215
US,AR,2015,2979732,110.338456223,74.918766581,356.420964699,42.178347459,17.755075045
US,AR,2016,2991815,116.07327011,75.230817158,345.595656168,43.379749335,19.441654389
US,AR,2017,3003855,120.42179574,75.875396643,354.992170576,43.136052577,20.911875715
US,AR,2018,3012161,134.631426696,76.723747966,362.13680375,41.833475348,22.059118129
US,CA,1997,32486010,743.751736237,18.558638045,126.86315669,3.320113238,20.806791779
US,CA,1998,32987675,763.557170546,18.996904614,127.355814059,3.291348828,11.325165733
US,CA,1999,33499204,773.080974417,19.198822776,133.587342838,3.297229579,7.931490504
US,CA,2000,33987977,801.58107625,23.483157896,141.510786002,3.282004492,10.008790715
US,CA,2001,34479458,805.672941942,24.245189955,145.236517419,3.225601007,10.998245034
US,CA,2002,34871843,806.813689546,24.79927396,146.846822973,3.365636408,11.969638311
US,CA,2003,35253159,786.322460554,24.571713016,146.949795194,3.174017747,13.00894142
US,CA,2004,35574576,823.51206589,23.365757334,150.729948291,3.207260651,14.274320132
US,CA,2005,35827943,817.047166231,26.571073595,153.022694412,3.039397288,15.64203416
US,CA,2006,36021202,832.914775291,26.341628487,158.227846499,2.878553261,16.79064486
US,CA,2007,36250311,846.713170614,27.709419441,169.421615143,2.727355247,17.783720235
US,CA,2008,36604337,811.832386292,28.574605466,167.026478146,2.565814366,18.765886777
US,CA,2009,36961229,779.737652893,29.359717837,162.719185298,2.401363335,19.808879998
US,CA,2010,37319550,768.732753276,30.929223034,166.832750088,2.386172549,20.720313891
US,CA,2011,37636311,741.235371998,32.459553053,167.919577149,2.106338973,21.624569307
US,CA,2012,37944551,746.7305823,32.694877334,170.101702326,1.892421773,22.58450525
US,CA,2013,38253768,757.372170587,31.040812315,175.140541163,1.782521769,23.72903153
US,CA,2014,38586706,752.564528385,31.780565082,171.275430733,1.739908719,24.828391099
US,CA,2015,38904296,764.98905755,31.395102027,164.911758795,1.721472749,25.87130622
US,CA,2016,39149186,767.591159825,30.35812523,164.940370627,1.50515294,26.251756351
US,CA,2017,39337785,772.758695962,31.471054812,163.256310922,1.42412828,26.751726519
US,CA,2018,39437463,774.08921691,30.317804363,163.475864666,1.377217765,26.171006067
US,CO,1997,4018293,195.219857278,1.819501554,75.502047022,1.007931251,36.138415174
US,CO,1998,4116639,198.532701805,1.850982886,75.35644223,0.940493464,36.943074185
US,CO,1999,4226018,202.530071523,1.772407575,71.5983849,0.880187833,38.571374453
US,CO,2000,4326921,215.625656273,0.82836516,69.523187837,0.89941327,34.039457167
US,CO,2001,4425687,232.136512657,0.922077079,72.636373984,0.872522237,33.938664599
US,CO,2002,4490406,229.530211097,1.573588285,70.339530547,1.135168971,33.90494507
US,CO,2003,4528732,226.299245455,1.61302267,68.319814132,1.341663605,29.379084355
US,CO,2004,4575013,229.726054511,1.605717277,66.049077303,1.287202854,24.862025911
US,CO,2005,4631888,238.996727698,1.517989158,68.00889985,1.293264258,23.479219828
US,CO,2006,4720423,238.420370636,1.71229486,72.593217981,1.306340746,22.17420659
US,CO,2007,4803868,247.370785569,1.81827748,75.701147483,1.271885353,20.007770582
US,CO,2008,4889730,245.544803969,1.80795383,78.485005328,1.383383847,18.526016081
US,CO,2009,4972195,239.942008826,1.493817857,76.537408995,1.311576598,14.335945523
US,CO,2010,5047539,248.716558477,1.754196896,73.518594237,1.316385688,16.800432797
US,CO,2011,5121900,243.710810333,1.716975475,72.389374618,1.264750413,17.968925624
US,CO,2012,5193660,240.176213506,1.345018388,67.979055188,1.300242343,18.9150099
US,CO,2013,5270774,240.270556337,1.032560226,69.684365378,1.266519244,18.522758098
US,CO,2014,5352637,242.350269036,1.299212693,72.444311184,6.105606397,21.273407449
US,CO,2015,5454328,239.14748993,1.533649866,71.52308313,5.849319996,23.407039276
US,CO,2016,5543844,230.814984416,1.553692675,74.784281239,5.83541339,25.317482705
US,CO,2017,5617421,234.120991446,1.541059074,77.478257013,6.052511208,26.653671967
US,CO,2018,5697155,235.721253225,1.470486879,74.413692292,5.258835827,27.590616152
US,CT,1997,3349348,85.386463765,4.90340954,27.658980606,22.706306657,127.854822828
US,CT,1998,3365352,80.52597517,5.038105206,27.575192013,23.599793242,159.938279571
US,CT,1999,3386401,83.029835051,5.078477323,27.566592315,25.08139753,184.899509205
US,CT,2000,3411777,85.665975099,4.943498725,26.80154119,25.085372672,205.038008795
US,CT,2001,3432835,82.682225554,4.921913746,26.423650243,24.608367795,222.802265458
US,CT,2002,3458749,79.651977858,4.77871058,27.045536402,24.432042477,237.786963779
US,CT,2003,3484336,85.360095421,4.679039524,26.931468009,23.40031519,246.557074514
US,CT,2004,3496094,89.346953177,4.684756223,27.428407054,23.046222378,255.367601333
US,CT,2005,3506956,87.650020898,4.579408188,24.424623625,23.183827592,265.412121398
US,CT,2006,3517460,81.29609482,4.474870845,25.368012923,22.204413202,273.379022757
US,CT,2007,3527270,79.743122574,4.444010501,26.317355118,21.737753668,281.704169263
US,CT,2008,3545579,74.934941446,4.381585198,22.103395148,21.695347534,293.221918231
US,CT,2009,3561807,70.557939083,4.311913204,21.832025264,20.227262843,307.693944166
US,CT,2010,3579173,71.249279988,4.300980416,22.348872797,19.53910945,324.269640109
US,CT,2011,3588632,68.420665702,4.395850514,23.258385818,18.898715705,342.752742042
US,CT,2012,3595211,66.764604715,4.26378245,23.385015978,17.702056642,360.874426009
US,CT,2013,3595792,68.326686628,4.2667184,22.635600384,17.02179332,374.943981992
US,CT,2014,3595697,68.754618356,4.235295024,22.598642136,13.324110853,379.174454822
US,CT,2015,3588561,71.40460154,4.236540684,23.475150678,12.840135263,382.620531265
US,CT,2016,3579830,66.91127493,4.243083675,22.346536821,13.131054795,389.553640475
US,CT,2017,3575324,65.941442089,4.295698747,23.906070473,12.914889373,396.605195095
US,CT,2018,3574561,72.851363117,4.200203948,28.964437715,12.761256771,400.356894068
US,DE,1997,751487,35.377167876,33.370812301,389.255257495,7.155593462,31.282366748
US,DE,1998,763335,33.855363226,33.018542397,385.576011631,6.87111167,27.080635939
US,DE,1999,774990,34.21505633,32.931109878,380.856613908,6.662836607,23.535020911
US,DE,2000,786373,34.523705655,32.26176424,370.618419444,7.306663716,21.865696677
US,DE,2001,795699,33.071112343,33.822968245,354.797115826,9.493747831,20.131262837
US,DE,2002,806169,32.697334716,33.091890526,371.245499737,9.674327787,19.635869102
US,DE,2003,818003,34.291594958,33.16248321,355.615157137,9.834475209,18.8994575
US,DE,2004,830803,34.05386099,32.711295415,347.350744844,10.965380667,16.524306238
US,DE,2005,845150,35.520527605,33.10007612,332.463261219,12.631144819,14.572054889
US,DE,2006,859268,33.017814898,33.820334351,344.354381728,12.95081478,15.451261596
US,DE,2007,871749,34.733814321,33.31432189,342.914150596,12.664487038,16.241364684
US,DE,2008,883874,32.906738087,33.966953663,356.815156143,12.5611373,17.886513012
US,DE,2009,891730,24.384244925,34.017304758,357.385640895,12.142505937,19.134550819
US,DE,2010,899647,24.429553069,32.202128015,362.118726104,11.651101172,16.272750419
US,DE,2011,907590,26.558846951,33.898867075,319.014761242,11.78934152,15.249088535
US,DE,2012,915518,28.379105584,32.688118527,405.943248202,16.179800801,18.150440536
US,DE,2013,924062,28.052305248,33.64061278,416.085823676,15.904969797,18.915089734
US,DE,2014,933131,27.749203226,33.393226037,420.930098479,15.67532769,19.461066678
US,DE,2015,942065,27.939135355,34.17967835,429.12491516,15.729448868,20.441439244
US,DE,2016,949989,28.775601703,34.643800267,440.530739164,14.483692541,22.407010531
US,DE,2017,957942,27.092050491,34.943819995,451.644931923,14.948582638,25.626616883
US,DE,2018,966985,27.39600621,33.656633045,462.860731989,14.131999488,28.163541607
US,DC,1997,567736,9.850046593,11.439619822,171.582114087,36.233101528,29.376899676
US,DC,1998,565230,9.438245255,11.123971399,167.837042052,37.192844441,31.329596688
US,DC,1999,570213,9.495295382,11.425686028,174.752007303,35.23410168,33.549673391
US,DC,2000,572046,9.897230539,11.027722729,173.842041065,36.235464468,35.673241798
US,DC,2001,574504,9.424219245,11.237048569,164.556371575,35.506011017,38.047230476
US,DC,2002,573158,9.634797786,11.466827524,168.456800846,34.687169379,40.141652744
US,DC,2003,568502,9.039237703,12.192358679,174.409599603,36.485651012,42.438293788
US,DC,2004,567754,9.326630189,11.792283006,179.366626335,35.55293884,44.15179002
US,DC,2005,567136,8.998571753,11.892121936,171.029966029,34.053466818,45.535512702
US,DC,2006,570681,7.454419929,11.218977573,159.142867108,37.281342,46.766140949
US,DC,2007,574404,7.806576831,11.390652503,163.576507714,34.161631578,48.467612363
US,DC,2008,580236,7.221080879,11.814092443,153.457430888,35.033983358,50.338101572
US,DC,2009,592228,7.182649487,11.379471763,139.188175114,34.104153949,51.514762846
US,DC,2010,605282,7.231996383,11.6801024,140.558609914,35.364573492,52.3276476
US,DC,2011,620290,6.97224345,11.970451329,149.500771058,33.978479529,53.226834141
US,DC,2012,635737,6.104699953,11.273394435,35.090406646,29.613041246,32.857510493
US,DC,2013,651559,6.460957087,12.170524287,33.211074633,29.448952421,30.965543743
US,DC,2014,663603,6.858600956,12.348539765,27.141252704,26.743354746,29.964534046
US,DC,2015,677014,6.759446019,12.397379196,25.575526,31.25344061,30.168273673
US,DC,2016,687576,6.365188972,12.633278126,37.276569215,32.970544759,30.306006426
US,DC,2017,697079,6.013121072,12.993028177,31.021930577,32.413784705,20.735528353
US,DC,2018,704147,6.560837545,13.511135802,28.603200114,31.014331689,16.331605375
US,FL,1997,15186304,450.494937225,17.15576947,40.371491302,46.686462109,26.546444854
US,FL,1998,15486559,477.840838255,17.378055127,40.636472139,46.877053746,26.426100596
US,FL,1999,15759421,479.352560962,18.013501328,40.331609177,47.053093995,24.349224421
US,FL,2000,16047515,506.440642004,17.720013133,40.476497062,48.573181592,21.275837396
US,FL,2001,16356966,502.321817021,18.914340696,41.392183979,50.809179177,17.007628637
US,FL,2002,16689370,515.236300395,14.204475572,41.840183674,47.0834874,14.816772113
US,FL,2003,17004085,521.945555769,14.584610403,43.403430108,46.61445538,14.084767706
US,FL,2004,17415318,544.063029959,15.23888064,45.538710681,50.321427098,12.257812304
US,FL,2005,17842038,550.302440699,16.059072286,44.848924936,46.804009467,13.042688306
US,FL,2006,18166990,551.520187126,15.470348349,44.843745016,46.833308563,14.644058138
US,FL,2007,18367842,541.171199897,14.616967691,43.362612051,45.68440243,15.942312592
US,FL,2008,18527305,503.477648004,11.460815945,42.734288476,44.642196502,16.547456777
US,FL,2009,18652644,468.723229468,11.536681695,41.243147925,46.100563944,13.753602926
US,FL,2010,18846143,500.817256238,11.666755948,40.647080825,74.060680481,15.111133635
US,FL,2011,19055607,481.003810018,11.46694684,39.276125693,71.902439231,16.158596641
US,FL,2012,19302016,470.376141394,11.66024825,39.626318518,74.288812694,17.231252895
US,FL,2013,19551678,459.404968482,12.101576098,39.081694772,68.551240819,18.139873448
US,FL,2014,19853880,467.284303566,12.090757548,40.320520479,71.99238065,19.286553223
US,FL,2015,20219111,478.765101955,12.331838162,40.49898731,72.390616291,20.274159253
US,FL,2016,20627237,481.098212045,12.486990285,42.303824518,73.070697505,21.358384075
US,FL,2017,20977089,478.994235104,12.693714393,43.625573314,70.698250526,22.404802076
US,FL,2018,21254926,480.761676434,12.760467927,46.278552299,70.452967604,23.586615471
US,GA,1997,7685099,288.726290323,36.19238942,81.380364657,83.049805806,68.32050822
US,GA,1998,7863536,289.532731052,39.823265328,80.310077889,86.911198329,77.658038578
US,GA,1999,8045965,294.315546057,41.026425547,79.9018631,86.882845841,97.325913692
US,GA,2000,8227303,310.871034556,42.662186902,88.526308754,81.497683507,111.72715813
US,GA,2001,8377038,296.510832672,45.182975392,89.751596914,87.047191974,125.205630619
US,GA,2002,8508256,306.828568706,44.995524579,87.744979994,85.995559862,135.407141314
US,GA,2003,8622793,313.562971424,44.985310004,89.240406722,80.63667318,146.323345163
US,GA,2004,8769252,323.275937088,43.309944807,85.716208899,87.147316239,152.053488745
US,GA,2005,8925922,342.477648218,42.998779714,79.283340165,87.459100651,155.749475411
US,GA,2006,9155813,336.023546367,42.279365449,79.423445946,86.776340345,161.788579971
US,GA,2007,9349988,341.045648793,41.454505953,79.403261614,86.585673252,167.024680948
US,GA,2008,9504843,314.956819096,42.05749892,81.090161553,87.171542361,171.306993527
US,GA,2009,9620846,295.965952484,42.936118702,82.885468534,85.219710857,176.010247949
US,GA,2010,9712209,313.36277579,42.759391237,79.146202504,55.925695922,180.52191652
US,GA,2011,9803630,281.489549423,42.883225821,81.814706921,55.227506654,179.032633506
US,GA,2012,9903580,240.109790916,48.084698729,79.063589477,56.289087951,183.70106407
US,GA,2013,9975592,236.105663494,48.715808101,76.000087264,55.959934554,193.178741027
US,GA,2014,10071204,245.523114638,50.967303854,80.347127374,56.18648443,197.634986496
US,GA,2015,10183353,241.121764329,49.333307318,73.766656656,56.877257169,201.606929341
US,GA,2016,10308442,239.644499148,49.917492864,73.489243449,55.57675841,201.700514211
